time_slot,total_body_pct,trading_days,candle_count,avg_body_pct
00:00:00,51.661350569771855,806,806,0.06409596844884846
01:00:00,67.00611787734876,806,806,0.0831341412870332
02:00:00,81.03982110255548,805,805,0.10067058522056581
03:00:00,110.76208747595503,805,805,0.13759265524963357
04:00:00,108.22704209663,804,804,0.13461074887640548
05:00:00,78.26049381704173,804,804,0.09733892265801211
06:00:00,82.10004614667223,804,804,0.10211448525705501
07:00:00,100.63418600425312,804,804,0.1251668980152402
08:00:00,157.45061372700687,805,805,0.1955908245055986
09:00:00,257.5405297150046,805,805,0.3199261238695709
10:00:00,269.4214953207773,803,803,0.33551867412301034
11:00:00,197.10015472552772,803,803,0.24545473813888882
12:00:00,169.5333040332472,803,803,0.21112491162297284
13:00:00,171.28173164760065,789,789,0.21708711235437345
14:00:00,167.31836684225183,773,773,0.21645325594081738
15:00:00,179.99921580923518,773,773,0.23285797646731587
16:00:00,99.35608401012743,773,773,0.12853309703768104
17:00:00,3.8909648475312926,406,406,0.009583657259929292
18:00:00,124.0206933707338,807,807,0.1536811565932265
19:00:00,71.59165696443455,806,806,0.08882339573751184
20:00:00,84.04998584021408,806,806,0.1042803794543599
21:00:00,70.22864388896578,806,806,0.08713231251732727
22:00:00,55.618770609278634,806,806,0.06900591887007275
23:00:00,50.854730454598155,806,806,0.06309519907518381
