time_slot,total_body_pct,trading_days,candle_count,avg_body_pct
01:00:00,5.973633298196179,64,64,0.0933380202843153
01:30:00,3.728757448233077,65,65,0.0573654992035858
02:00:00,50.61353467739087,782,782,0.06472319012454075
02:30:00,45.61972749161571,784,784,0.05818842792297923
03:00:00,41.37059172492538,784,784,0.052768611894037476
03:30:00,41.36347307135547,784,784,0.05275953197876974
04:00:00,39.04960042608477,784,784,0.0498081638087816
04:30:00,32.008759427487405,783,783,0.04087964166984343
05:00:00,33.425985169525816,784,784,0.0426351851652115
05:30:00,31.56056761488924,784,784,0.04025582603939954
06:00:00,33.003143766316,784,784,0.042095846640709186
06:30:00,35.12753288623967,784,784,0.044805526640611826
07:00:00,49.31957396254969,784,784,0.06290761985019093
07:30:00,56.641117505947435,784,784,0.07224632334942274
08:00:00,85.62258354229036,784,784,0.10921247900802342
08:30:00,72.02161979158566,784,784,0.09186431095865519
09:00:00,154.2351861030319,784,784,0.1967285537028468
09:30:00,115.53904128975158,784,784,0.1473712261348872
10:00:00,107.66718203333836,784,784,0.13733058932823772
10:30:00,88.25583947317969,784,784,0.11257122381783125
11:00:00,88.10707589274008,784,784,0.1123814743529848
11:30:00,76.48028590696163,784,784,0.09755138508541024
12:00:00,76.23047627097667,784,784,0.0972327503456335
12:30:00,65.86115218149011,784,784,0.08400657166006392
13:00:00,71.77254624950832,784,784,0.09154661511416878
13:30:00,74.2167219944245,784,784,0.0946641862173782
14:00:00,72.75038950611405,782,782,0.09303118862674431
14:30:00,102.82586216591403,782,782,0.13149087233492843
15:00:00,82.58624921779047,783,783,0.10547413693204402
15:30:00,113.74821648192638,783,783,0.14527230712889702
16:00:00,105.90767534085168,783,783,0.13525884462433166
16:30:00,94.9911023640133,783,783,0.12131686125672196
17:00:00,79.35839041462518,783,783,0.10135171189607302
17:30:00,75.6362780871962,783,783,0.09659805630548685
18:00:00,58.79952435515418,783,783,0.07509517797593127
18:30:00,56.2161554762441,783,783,0.07179585629149948
19:00:00,61.725810730985856,783,783,0.07883245304085039
19:30:00,58.73416259684877,783,783,0.07501170191168426
20:00:00,57.01186738743719,783,783,0.07281209117169501
20:30:00,52.99163246101703,783,783,0.06767769152109455
21:00:00,48.25674459549787,781,781,0.061788405371956304
21:30:00,53.55551905807123,781,781,0.06857300775681335
22:00:00,0.003304187644813344,1,1,0.003304187644813344
22:30:00,0.01032481879943007,1,1,0.01032481879943007
