time_slot,total_movement_pct,trading_days,candle_count,avg_movement_pct
00:00:00,664.771695138521,796,23880,0.8351403205257801
00:30:00,552.3663854339027,796,23880,0.6939276198918375
01:00:00,491.080744598991,796,23880,0.6169356087927023
01:30:00,438.1254360996222,796,23880,0.5504088393211335
02:00:00,428.553689797952,795,23844,0.5390612450288704
02:30:00,377.21351526206723,795,23841,0.47448240913467576
03:00:00,383.94819455171915,795,23837,0.48295370383864045
03:30:00,347.3008830409867,784,23465,0.4429858202053402
04:00:00,348.4902958321063,781,23424,0.44621036598221037
04:30:00,320.4012158656638,774,23120,0.41395505925796355
05:00:00,272.1214865619727,770,23063,0.35340452800256195
05:30:00,255.70356328433263,770,22809,0.3320825497199125
06:00:00,83.48650643240876,275,8199,0.30358729611785
06:30:00,72.85576810383598,275,8014,0.26493006583213086
07:00:00,222.68604472736837,507,13298,0.4392229679040796
07:30:00,158.44069832357542,507,15126,0.3125063083305235
08:00:00,293.2890138210855,796,22747,0.36845353495111244
08:30:00,286.7177333288293,796,23819,0.360198157448278
09:00:00,353.2672433789034,796,23879,0.4438030695714867
09:30:00,333.57820213875476,796,23876,0.4190680931391392
10:00:00,526.1286180489443,796,23879,0.6609656005640003
10:30:00,454.44132334870136,796,23880,0.5709061851114339
11:00:00,381.97833873807997,796,23879,0.47987228484683414
11:30:00,378.7952762702368,796,23879,0.47587346265105124
12:00:00,346.66559252268246,796,23878,0.43550953834507844
12:30:00,282.5424404527355,796,23874,0.35495281463911493
13:00:00,265.0630182131014,796,23857,0.33299374147374544
13:30:00,256.90438505364654,796,23863,0.32274420232870166
14:00:00,293.88676488410107,796,23876,0.3692044784976144
14:30:00,403.3343328465276,796,23878,0.5067014231740297
15:00:00,421.57947134534663,796,23879,0.5296224514388777
15:30:00,385.7991257879108,796,23880,0.48467226857777734
16:00:00,429.818905340618,796,23880,0.5399734991716306
16:30:00,410.0997257800923,796,23880,0.5152006605277542
17:00:00,439.90114364549396,796,23858,0.5526396276953441
17:30:00,390.15641866358436,797,23864,0.4895312655753882
18:00:00,393.8441674325921,797,23909,0.4941583029267153
18:30:00,360.97911000225986,797,23902,0.4529223463014553
19:00:00,358.1330944501049,797,23910,0.44935143594743404
19:30:00,350.85164103118984,797,23910,0.44021535888480534
20:00:00,370.70046479311316,797,23910,0.46511978016701777
20:30:00,375.1545039435646,797,23910,0.47070828600196307
21:00:00,469.49189560550525,797,23910,0.5890738966192036
21:30:00,607.1158306252528,797,23887,0.7617513558660637
22:00:00,630.3155683785678,796,23880,0.7918537291188038
22:30:00,796.492671972332,796,23880,1.000618934638608
23:00:00,732.0447210621433,796,23880,0.9196541721886222
23:30:00,704.0012004870845,796,23880,0.8844236187023674
