time_slot,total_movement_pct,trading_days,candle_count,avg_movement_pct
01:00:00,41.93622549027912,65,2876,0.645172699850448
02:00:00,555.0546249975092,784,38862,0.7079778380070271
03:00:00,447.60062585671,784,45094,0.5709191656335587
04:00:00,365.4168781118509,784,43766,0.46609295677532003
05:00:00,332.0374675078756,784,42616,0.42351717794371885
06:00:00,357.00876224648755,784,43284,0.4553683191919484
07:00:00,530.5236950143026,784,45895,0.6766883864978349
08:00:00,835.9303327587028,784,47023,1.0662376693350801
09:00:00,1440.3188710270042,784,47040,1.837141417126281
10:00:00,1071.8021160442015,784,47040,1.3670945357706652
11:00:00,899.0176534346994,784,47040,1.1467061906054838
12:00:00,801.2462430018575,784,47034,1.0219977589309406
13:00:00,802.1758251274343,784,47017,1.0231834504176458
14:00:00,954.1193841110547,782,46918,1.2201015142085099
15:00:00,1080.6084551760891,783,46961,1.380087426789386
16:00:00,1119.8167934730116,783,46980,1.4301619329157236
17:00:00,852.1562793064506,783,46958,1.088322195793679
18:00:00,628.8677457117076,783,46867,0.8031516548042242
19:00:00,625.543056999,783,46519,0.7989055644942529
20:00:00,592.2154018277834,783,46275,0.7563415093585995
21:00:00,563.3260265408525,781,44984,0.7212881261726665
22:00:00,0.31304917795959347,1,55,0.31304917795959347
